Pathway,Overlap Size,Pathway Size,Enrichment Ratio,P-value,FDR,Study,Time Point,Contrast,Regulation,Ionization Mode
Androgen and estrogen biosynthesis and metabolism,1,7,0.143,0.472817410301655,0.590958742962776,MISAME,14-21 days,BEP/IFA,Upregulated,Positive
"Valine, leucine and isoleucine degradation",1,11,-0.091,0.473069489958827,0.543819847071675,MISAME,3-4 mo.,BEP/IFA,Downregulated,Positive
Pentose phosphate pathway,1,11,-0.091,0.473069489958827,0.543819847071675,MISAME,3-4 mo.,BEP/IFA,Downregulated,Positive
Lysine metabolism,1,11,-0.091,0.473069489958827,0.543819847071675,MISAME,3-4 mo.,BEP/IFA,Downregulated,Positive
Arginine and Proline Metabolism,22,69,0.319,0.473153516511218,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Propanoate metabolism,13,78,0.167,0.473657675825561,0.787496849004285,MISAME,14-21 days,IFA/BEP,Upregulated,Negative
Di-unsaturated fatty acid beta-oxidation,3,18,0.167,0.473909755482733,0.787496849004285,MISAME,14-21 days,IFA/BEP,Upregulated,Negative
Fatty acid oxidation,1,7,-0.143,0.473993782035123,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
Phosphatidylinositol phosphate metabolism,1,14,-0.071,0.474245861692295,0.527686749012688,ELICIT,5 mo.,Nico+Az.,Downregulated,Positive
Lysine metabolism,1,14,-0.071,0.474245861692295,0.527686749012688,ELICIT,5 mo.,Nico+Az.,Downregulated,Positive
CoA Catabolism,1,7,0.143,0.474581967901857,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Leukotriene metabolism,7,32,-0.219,0.474750021006638,0.830434417275859,MISAME,1-2 mo.,BEP/IFA,Downregulated,Negative
O-Glycan biosynthesis,1,13,-0.077,0.47500210066381,0.653222418284178,Mumta-LW,2 mo.,BEP+ExBf+AZT,Downregulated,Negative
Aspartate and asparagine metabolism,14,84,0.167,0.475422233425763,0.787496849004285,MISAME,14-21 days,IFA/BEP,Upregulated,Negative
Di-unsaturated fatty acid beta-oxidation,4,12,0.333,0.475506259978153,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Omega-3 fatty acid metabolism,3,17,0.176,0.475590286530544,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
De novo fatty acid biosynthesis,1,17,0.059,0.475758339635325,0.488530375598689,MISAME,1-2 mo.,BEP/BEP,Upregulated,Positive
Methionine and cysteine metabolism,1,17,0.059,0.475758339635325,0.488530375598689,MISAME,1-2 mo.,BEP/BEP,Upregulated,Positive
Glycolysis and Gluconeogenesis,1,8,-0.125,0.475758339635325,0.58995042433409,Mumta-LW,1.5 mo.,BEP,Downregulated,Positive
Keratan sulfate degradation,1,8,-0.125,0.475758339635325,0.58995042433409,Mumta-LW,1.5 mo.,BEP,Downregulated,Positive
Vitamin B1 (thiamin) metabolism,1,8,-0.125,0.475758339635325,0.58995042433409,Mumta-LW,1.5 mo.,BEP,Downregulated,Positive
Phytanic acid peroxisomal oxidation,1,8,-0.125,0.475758339635325,0.58995042433409,Mumta-LW,1.5 mo.,BEP,Downregulated,Positive
Pentose phosphate pathway,1,8,-0.125,0.475758339635325,0.58995042433409,Mumta-LW,1.5 mo.,BEP,Downregulated,Positive
Glutathione Metabolism,5,29,0.172,0.475842366187715,0.778421981346105,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Aminosugars metabolism,2,29,0.069,0.476430552054449,0.488530375598689,MISAME,1-2 mo.,BEP/BEP,Upregulated,Positive
Hyaluronan Metabolism,1,6,0.167,0.47651457860684,0.747584236618772,ELICIT,5 mo.,Az.,Upregulated,Negative
Glutamate metabolism,14,54,0.259,0.47651457860684,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Sialic acid metabolism,1,14,-0.071,0.476766658264011,0.489958826989329,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Positive
Beta-Alanine metabolism,1,14,-0.071,0.476766658264011,0.489958826989329,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Positive
Vitamin B9 (folate) metabolism,4,25,0.16,0.476850684816402,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
"Glycine, serine, alanine and threonine metabolism",3,24,-0.125,0.476850684816402,0.613477859003445,ELICIT,5 mo.,Nico,Downregulated,Positive
Beta-Alanine metabolism,5,33,-0.152,0.477270817578355,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Vitamin E metabolism,1,9,-0.111,0.477774976892698,0.546004537433829,Mumta-LW,1.5 mo.,BEP+ExBf,Downregulated,Positive
Omega-6 fatty acid metabolism,5,28,0.179,0.478195109654651,0.800857070834384,MISAME,14-21 days,BEP/BEP,Upregulated,Negative
Arachidonic acid metabolism,2,19,0.105,0.478279136207041,0.520796571716662,MISAME,14-21 days,BEP/BEP,Upregulated,Positive
Bile acid biosynthesis,1,12,0.083,0.478279136207041,0.496933030837745,MISAME,14-21 days,IFA/BEP,Upregulated,Positive
Arachidonic acid metabolism,1,12,0.083,0.478279136207041,0.496933030837745,MISAME,14-21 days,IFA/BEP,Upregulated,Positive
Arginine and Proline Metabolism,1,12,0.083,0.478279136207041,0.496933030837745,MISAME,14-21 days,IFA/BEP,Upregulated,Positive
N-Glycan Degradation,1,12,0.083,0.478279136207041,0.496933030837745,MISAME,14-21 days,IFA/BEP,Upregulated,Positive
Galactose metabolism,1,15,-0.067,0.478279136207041,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Aminosugars metabolism,6,46,-0.13,0.478279136207041,0.735820519284094,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Negative
Carnitine shuttle,1,11,0.091,0.478699268968994,0.498361482228384,MISAME,3-4 mo.,IFA/BEP,Upregulated,Positive
Starch and Sucrose Metabolism,1,11,0.091,0.478699268968994,0.498361482228384,MISAME,3-4 mo.,IFA/BEP,Upregulated,Positive
Arginine and Proline Metabolism,11,68,0.162,0.479035375178556,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
"Glycine, serine, alanine and threonine metabolism",3,22,-0.136,0.479371481388119,0.61423409797496,MISAME,14-21 days,BEP/IFA,Downregulated,Positive
Ubiquinone Biosynthesis,3,23,0.13,0.479455507940509,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Hexose phosphorylation,6,40,-0.15,0.479707587597681,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Pentose phosphate pathway,6,40,-0.15,0.479707587597681,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Arachidonic acid metabolism,7,41,0.171,0.479959667254853,0.778421981346105,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
"Glycine, serine, alanine and threonine metabolism",22,115,0.191,0.480043693807243,0.790338990364198,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
Glycolysis and Gluconeogenesis,1,9,0.111,0.480211746912024,0.53256028905134,ELICIT,1 mo.,Az.,Upregulated,Positive
Arginine and Proline Metabolism,1,19,0.053,0.480379800016805,0.488530375598689,MISAME,1-2 mo.,BEP/BEP,Upregulated,Positive
Sialic acid metabolism,3,16,-0.188,0.480463826569196,0.625409629442904,MISAME,1-2 mo.,BEP/BEP,Downregulated,Positive
Androgen and estrogen biosynthesis and metabolism,4,17,0.235,0.480463826569196,0.780942777917822,Mumta-LW,1.5 mo.,BEP+ExBf,Upregulated,Negative
Pentose and Glucuronate Interconversions,4,17,0.235,0.480463826569196,0.780942777917822,Mumta-LW,1.5 mo.,BEP+ExBf,Upregulated,Negative
Glycosphingolipid metabolism,12,56,-0.214,0.480547853121586,0.830434417275859,MISAME,1-2 mo.,BEP/IFA,Downregulated,Negative
"Valine, leucine and isoleucine degradation",2,24,-0.083,0.480547853121586,0.489958826989329,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Positive
Selenoamino acid metabolism,1,5,-0.2,0.480715906226368,0.625409629442904,MISAME,1-2 mo.,BEP/BEP,Downregulated,Positive
Butanoate metabolism,1,10,-0.1,0.48113603898832,0.530375598689186,MISAME,3-4 mo.,BEP/BEP,Downregulated,Positive
Hyaluronan Metabolism,0,6,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
N-Glycan biosynthesis,0,8,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Glycosphingolipid biosynthesis - ganglioseries,0,4,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
R Group Synthesis,0,1,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
C5-Branched dibasic acid metabolism,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Pyruvate Metabolism,0,5,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Chondroitin sulfate degradation,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Di-unsaturated fatty acid beta-oxidation,0,5,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Linoleate metabolism,0,11,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Hexose phosphorylation,0,6,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Vitamin B2 (riboflavin) metabolism,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Keratan sulfate degradation,0,9,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Glycerolipid metabolism,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Carnitine shuttle,0,13,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
3-oxo-10R-octadecatrienoate beta-oxidation,0,1,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Glycosphingolipid biosynthesis - globoseries,0,4,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Glycosphingolipid biosynthesis - lactoseries,0,3,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Parathio degradation,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Propanoate metabolism,0,8,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Blood Group Biosynthesis,0,3,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Electron transport chain,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Vitamin H (biotin) metabolism,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Vitamin E metabolism,0,8,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Androgen and estrogen biosynthesis and metabolism,0,5,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Caffeine metabolism,0,1,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Lipoate metabolism,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Heparan sulfate biosynthesis,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Vitamin A (retinol) metabolism,0,8,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Glycosaminoglycan degradation,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Fatty acid oxidation,0,3,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Fructose and mannose metabolism,0,4,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
ROS Detoxification,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Xenobiotics metabolism,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
CoA Catabolism,0,3,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Omega-3 fatty acid metabolism,0,4,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Mono-unsaturated fatty acid beta-oxidation,0,6,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Glycosphingolipid biosynthesis - neolactoseries,0,3,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Geraniol degradation,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Vitamin D,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Dynorphin metabolism,0,1,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Heparan sulfate degradation,0,5,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Polyunsaturated fatty acid biosynthesis,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Keratan sulfate biosynthesis,0,3,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
3-Chloroacrylic acid degradation,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Sphingolipid metabolism,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
O-Glycan biosynthesis,0,3,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Glycosphingolipid metabolism,0,8,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Limonene and pinene degradation,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Proteoglycan biosynthesis,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Vitamin K metabolism,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Benzoate degradation via CoA ligation,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Vitamin B6 (pyridoxine) metabolism,0,1,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Pentose and Glucuronate Interconversions,0,3,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Atrazine degradation,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Leukotriene metabolism,0,12,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Vitamin B12 (cyanocobalamin) metabolism,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Fatty acid activation,0,8,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Carbon fixation,0,1,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Nucleotide Sugar Metabolism,0,1,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Ubiquinone Biosynthesis,0,6,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
1- and 2-Methylnaphthalene degradation,0,0,,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Prostaglandin formation from dihomo gama-linoleic acid,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Starch and Sucrose Metabolism,0,6,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Trihydroxycoprostanoyl-CoA beta-oxidation,0,2,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Omega-6 fatty acid metabolism,0,4,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Pentose phosphate pathway,0,8,0,0.48113603898832,0.48113603898832,ELICIT,1 mo.,Nico+Az.,Downregulated,Positive
Histidine metabolism,2,15,0.133,0.481220065540711,0.590958742962776,MISAME,14-21 days,BEP/IFA,Upregulated,Positive
Leukotriene metabolism,2,15,0.133,0.481220065540711,0.590958742962776,MISAME,14-21 days,BEP/IFA,Upregulated,Positive
Galactose metabolism,9,56,0.161,0.481220065540711,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
Purine metabolism,21,110,0.191,0.481556171750273,0.790338990364198,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
Butanoate metabolism,2,25,-0.08,0.482144357617007,0.489958826989329,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Positive
Methionine and cysteine metabolism,1,13,0.077,0.482480463826569,0.496933030837745,MISAME,14-21 days,IFA/BEP,Upregulated,Positive
Arginine and Proline Metabolism,1,19,-0.053,0.48264851693135,0.542979581547769,ELICIT,1 mo.,Az.,Downregulated,Positive
Histidine metabolism,2,12,0.167,0.482900596588522,0.643727417864045,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Positive
Androgen and estrogen biosynthesis and metabolism,2,12,0.167,0.482900596588522,0.643727417864045,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Positive
De novo fatty acid biosynthesis,1,12,0.083,0.483404755902865,0.498361482228384,MISAME,3-4 mo.,IFA/BEP,Upregulated,Positive
Saturated fatty acids beta-oxidation,2,10,-0.2,0.483572809007646,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Galactose metabolism,4,29,-0.138,0.483824888664818,0.61423409797496,MISAME,14-21 days,BEP/IFA,Downregulated,Positive
Vitamin B3 (nicotinate and nicotinamide) metabolism,2,10,-0.2,0.484245021426771,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Leukotriene metabolism,1,12,-0.083,0.484245021426771,0.543819847071675,MISAME,3-4 mo.,BEP/IFA,Downregulated,Positive
Chondroitin sulfate degradation,2,12,0.167,0.484413074531552,0.787496849004285,MISAME,14-21 days,IFA/BEP,Upregulated,Negative
Butanoate metabolism,1,22,0.045,0.484581127636333,0.488530375598689,MISAME,1-2 mo.,BEP/BEP,Upregulated,Positive
Glyoxylate and Dicarboxylate Metabolism,13,41,0.317,0.484581127636333,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Fatty acid activation,7,37,0.189,0.484665154188724,0.790338990364198,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
"Glycine, serine, alanine and threonine metabolism",15,99,-0.152,0.484665154188724,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Glycosphingolipid metabolism,9,47,-0.191,0.485001260398286,0.840181497353164,MISAME,1-2 mo.,IFA/BEP,Downregulated,Negative
Tyrosine metabolism,27,135,0.2,0.485001260398286,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Glycolysis and Gluconeogenesis,11,73,-0.151,0.485001260398286,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Glyoxylate and Dicarboxylate Metabolism,6,32,-0.188,0.485169313503067,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Phytanic acid peroxisomal oxidation,4,23,0.174,0.485421393160239,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Arachidonic acid metabolism,10,46,-0.217,0.485757499369801,0.821947735484413,MISAME,14-21 days,IFA/BEP,Downregulated,Negative
Sialic acid metabolism,1,24,0.042,0.485925552474582,0.488530375598689,MISAME,1-2 mo.,BEP/BEP,Upregulated,Positive
Glycerophospholipid metabolism,19,100,0.19,0.485925552474582,0.790338990364198,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
Tryptophan metabolism,8,45,0.178,0.486009579026973,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Keratan sulfate biosynthesis,2,13,-0.154,0.486261658684144,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
O-Glycan biosynthesis,2,13,-0.154,0.486261658684144,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Glycosphingolipid biosynthesis - lactoseries,3,19,0.158,0.486345685236535,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
Blood Group Biosynthesis,3,19,0.158,0.486345685236535,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
Glycosphingolipid biosynthesis - neolactoseries,3,19,0.158,0.486345685236535,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
Keratan sulfate biosynthesis,3,19,0.158,0.486345685236535,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
O-Glycan biosynthesis,3,19,0.158,0.486345685236535,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
"Valine, leucine and isoleucine degradation",2,19,-0.105,0.486681791446097,0.545668431224267,ELICIT,1 mo.,Nico,Downregulated,Positive
Glycosphingolipid metabolism,1,11,0.091,0.486765817998488,0.520796571716662,MISAME,14-21 days,BEP/BEP,Upregulated,Positive
Starch and Sucrose Metabolism,1,11,0.091,0.486765817998488,0.520796571716662,MISAME,14-21 days,BEP/BEP,Upregulated,Positive
Tryptophan metabolism,2,38,0.053,0.486765817998488,0.488530375598689,MISAME,1-2 mo.,BEP/BEP,Upregulated,Positive
Vitamin B9 (folate) metabolism,2,12,-0.167,0.486849844550878,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Glycerophospholipid metabolism,1,25,0.04,0.487017897655659,0.488530375598689,MISAME,1-2 mo.,BEP/BEP,Upregulated,Positive
Keratan sulfate degradation,1,9,-0.111,0.48710192420805,0.598605159230317,MISAME,14-21 days,BEP/BEP,Downregulated,Positive
Histidine metabolism,6,33,-0.182,0.48718595076044,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
Phytanic acid peroxisomal oxidation,4,22,-0.182,0.487354003865221,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
Tyrosine metabolism,18,117,-0.154,0.487354003865221,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Tryptophan metabolism,3,18,0.167,0.487354003865221,0.643727417864045,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Positive
Linoleate metabolism,1,9,-0.111,0.487606083522393,0.62330896563314,ELICIT,5 mo.,Az.,Downregulated,Positive
Hexose phosphorylation,1,9,-0.111,0.487606083522393,0.62330896563314,ELICIT,5 mo.,Az.,Downregulated,Positive
Beta-Alanine metabolism,1,13,0.077,0.487774136627174,0.498361482228384,MISAME,3-4 mo.,IFA/BEP,Upregulated,Positive
